in s,C1 in V
-2.9661696E+00,-5.12695E-03
-2.9661235E+00,-4.63867E-03
-2.9660774E+00,-5.61523E-03
-2.9660314E+00,-5.12695E-03
-2.9659853E+00,-5.61523E-03
-2.9659392E+00,-4.63867E-03
-2.9658931E+00,-7.56836E-03
-2.9658470E+00,-4.63867E-03
-2.9658010E+00,-3.66211E-03
-2.9657549E+00,-5.12695E-03
-2.9657088E+00,-4.15039E-03
-2.9656627E+00,-5.12695E-03
-2.9656166E+00,-6.10352E-03
-2.9655706E+00,-4.15039E-03
-2.9655245E+00,-5.12695E-03
-2.9654784E+00,-5.61523E-03
-2.9654323E+00,-4.15039E-03
-2.9653862E+00,-5.61523E-03
-2.9653402E+00,-7.08008E-03
-2.9652941E+00,-3.66211E-03
-2.9652480E+00,-7.08008E-03
-2.9652019E+00,-6.10352E-03
-2.9651558E+00,-7.08008E-03
-2.9651098E+00,-6.59180E-03
-2.9650637E+00,-4.15039E-03
-2.9650176E+00,-5.12695E-03
-2.9649715E+00,-5.12695E-03
-2.9649254E+00,-4.63867E-03
-2.9648794E+00,-5.12695E-03
-2.9648333E+00,-5.12695E-03
-2.9647872E+00,-5.61523E-03
-2.9647411E+00,-4.15039E-03
-2.9646950E+00,-1.70898E-03
-2.9646490E+00,-4.63867E-03
-2.9646029E+00,-3.66211E-03
-2.9645568E+00,-3.66211E-03
-2.9645107E+00,-4.63867E-03
-2.9644646E+00,-5.12695E-03
-2.9644186E+00,-4.15039E-03
-2.9643725E+00,-3.66211E-03
-2.9643264E+00,-4.15039E-03
-2.9642803E+00,-6.10352E-03
-2.9642342E+00,-2.68555E-03
-2.9641882E+00,-5.61523E-03
-2.9641421E+00,-3.66211E-03
-2.9640960E+00,-5.12695E-03
-2.9640499E+00,-5.61523E-03
-2.9640038E+00,-5.61523E-03
-2.9639578E+00,-4.15039E-03
-2.9639117E+00,-5.12695E-03
-2.9638656E+00,-3.66211E-03
-2.9638195E+00,-3.66211E-03
-2.9637734E+00,-4.15039E-03
-2.9637274E+00,-1.70898E-03
-2.9636813E+00,-6.10352E-03
-2.9636352E+00,-1.70898E-03
-2.9635891E+00,-4.15039E-03
-2.9635430E+00,-7.08008E-03
-2.9634970E+00,-5.12695E-03
-2.9634509E+00,-4.15039E-03
-2.9634048E+00,-4.63867E-03
-2.9633587E+00,-5.61523E-03
-2.9633126E+00,-7.08008E-03
-2.9632666E+00,-4.63867E-03
-2.9632205E+00,-4.63867E-03
-2.9631744E+00,-7.08008E-03
-2.9631283E+00,-7.08008E-03
-2.9630822E+00,-7.08008E-03
-2.9630362E+00,-5.12695E-03
-2.9629901E+00,-6.10352E-03
-2.9629440E+00,-4.15039E-03
-2.9628979E+00,-3.17383E-03
-2.9628518E+00,-6.59180E-03
-2.9628058E+00,-4.15039E-03
-2.9627597E+00,-6.10352E-03
-2.9627136E+00,-7.08008E-03
-2.9626675E+00,-5.61523E-03
-2.9626214E+00,-3.66211E-03
-2.9625754E+00,-5.61523E-03
-2.9625293E+00,-5.61523E-03
-2.9624832E+00,-5.61523E-03
-2.9624371E+00,-4.15039E-03
-2.9623910E+00,-6.10352E-03
-2.9623450E+00,-3.66211E-03
-2.9622989E+00,-6.10352E-03
-2.9622528E+00,-5.61523E-03
-2.9622067E+00,-5.12695E-03
-2.9621606E+00,-5.12695E-03
-2.9621146E+00,-4.63867E-03
-2.9620685E+00,-5.61523E-03
-2.9620224E+00,-3.66211E-03
-2.9619763E+00,-4.63867E-03
-2.9619302E+00,-5.12695E-03
-2.9618842E+00,-5.12695E-03
-2.9618381E+00,-6.10352E-03
-2.9617920E+00,-3.66211E-03
-2.9617459E+00,-5.61523E-03
-2.9616998E+00,-4.15039E-03
-2.9616538E+00,-3.66211E-03
-2.9616077E+00,-5.61523E-03
-2.9615616E+00,-5.61523E-03
-2.9615155E+00,-5.61523E-03
-2.9614694E+00,-5.12695E-03
-2.9614234E+00,-4.63867E-03
-2.9613773E+00,-5.12695E-03
-2.9613312E+00,-6.10352E-03
-2.9612851E+00,-7.08008E-03
-2.9612390E+00,-6.59180E-03
-2.9611930E+00,-7.08008E-03
-2.9611469E+00,-5.12695E-03
-2.9611008E+00,-3.17383E-03
-2.9610547E+00,-9.03320E-03
-2.9610086E+00,-6.59180E-03
-2.9609626E+00,-6.59180E-03
-2.9609165E+00,-4.63867E-03
-2.9608704E+00,-6.59180E-03
-2.9608243E+00,-6.59180E-03
-2.9607782E+00,-4.63867E-03
-2.9607322E+00,-4.63867E-03
-2.9606861E+00,-5.12695E-03
-2.9606400E+00,-6.10352E-03
-2.9605939E+00,-6.59180E-03
-2.9605478E+00,-5.12695E-03
-2.9605018E+00,-6.10352E-03
-2.9604557E+00,-2.19727E-03
-2.9604096E+00,-5.61523E-03
-2.9603635E+00,-5.61523E-03
-2.9603174E+00,-6.59180E-03
-2.9602714E+00,-7.08008E-03
-2.9602253E+00,-5.61523E-03
-2.9601792E+00,-7.56836E-03
-2.9601331E+00,-4.63867E-03
-2.9600870E+00,-4.63867E-03
-2.9600410E+00,-5.61523E-03
-2.9599949E+00,-6.10352E-03
-2.9599488E+00,-7.08008E-03
-2.9599027E+00,-5.61523E-03
-2.9598566E+00,-6.10352E-03
-2.9598106E+00,-4.15039E-03
-2.9597645E+00,-5.12695E-03
-2.9597184E+00,-4.63867E-03
-2.9596723E+00,-5.12695E-03
-2.9596262E+00,-6.10352E-03
-2.9595802E+00,-5.61523E-03
-2.9595341E+00,-4.15039E-03
-2.9594880E+00,-4.63867E-03
-2.9594419E+00,-5.61523E-03
-2.9593958E+00,-5.12695E-03
-2.9593498E+00,-5.61523E-03
-2.9593037E+00,-7.08008E-03
-2.9592576E+00,-5.61523E-03
-2.9592115E+00,-6.59180E-03
-2.9591654E+00,2.44141E-04
-2.9591194E+00,-4.15039E-03
-2.9590733E+00,-5.12695E-03
-2.9590272E+00,-5.12695E-03
-2.9589811E+00,-5.61523E-03
-2.9589350E+00,-5.61523E-03
-2.9588890E+00,-3.66211E-03
-2.9588429E+00,-6.10352E-03
-2.9587968E+00,-5.61523E-03
-2.9587507E+00,-5.12695E-03
-2.9587046E+00,-5.12695E-03
-2.9586586E+00,-6.10352E-03
-2.9586125E+00,-2.68555E-03
-2.9585664E+00,-4.15039E-03
-2.9585203E+00,-3.66211E-03
-2.9584742E+00,-5.12695E-03
-2.9584282E+00,-6.10352E-03
-2.9583821E+00,-5.12695E-03
-2.9583360E+00,-5.61523E-03
-2.9582899E+00,-5.61523E-03
-2.9582438E+00,-4.63867E-03
-2.9581978E+00,-2.68555E-03
-2.9581517E+00,-5.61523E-03
-2.9581056E+00,-3.66211E-03
-2.9580595E+00,-2.68555E-03
-2.9580134E+00,-5.12695E-03
-2.9579674E+00,-7.08008E-03
-2.9579213E+00,-4.15039E-03
-2.9578752E+00,-5.61523E-03
-2.9578291E+00,-4.63867E-03
-2.9577830E+00,-5.61523E-03
-2.9577370E+00,-2.68555E-03
-2.9576909E+00,-3.66211E-03
-2.9576448E+00,-6.10352E-03
-2.9575987E+00,-4.63867E-03
-2.9575526E+00,-5.61523E-03
-2.9575066E+00,-7.08008E-03
-2.9574605E+00,-3.66211E-03
-2.9574144E+00,-6.59180E-03
-2.9573683E+00,-5.12695E-03
-2.9573222E+00,-4.63867E-03
-2.9572762E+00,-5.12695E-03
-2.9572301E+00,-2.68555E-03
-2.9571840E+00,-6.59180E-03
-2.9571379E+00,-4.63867E-03
-2.9570918E+00,-3.17383E-03
-2.9570458E+00,-6.59180E-03
-2.9569997E+00,-1.70898E-03
-2.9569536E+00,-7.56836E-03
-2.9569075E+00,-5.12695E-03
-2.9568614E+00,-5.12695E-03
-2.9568154E+00,-6.10352E-03
-2.9567693E+00,-3.66211E-03
-2.9567232E+00,-7.08008E-03
-2.9566771E+00,-6.59180E-03
-2.9566310E+00,-3.66211E-03
-2.9565850E+00,-5.61523E-03
-2.9565389E+00,-5.61523E-03
-2.9564928E+00,-5.61523E-03
-2.9564467E+00,-3.66211E-03
-2.9564006E+00,-3.66211E-03
-2.9563546E+00,-4.63867E-03
-2.9563085E+00,-3.66211E-03
-2.9562624E+00,-6.10352E-03
-2.9562163E+00,-5.61523E-03
-2.9561702E+00,-5.12695E-03
-2.9561242E+00,-5.12695E-03
-2.9560781E+00,-9.52148E-03
-2.9560320E+00,-4.15039E-03
-2.9559859E+00,-7.08008E-03
-2.9559398E+00,-5.61523E-03
-2.9558938E+00,-5.61523E-03
-2.9558477E+00,-5.61523E-03
-2.9558016E+00,-3.17383E-03
-2.9557555E+00,-4.63867E-03
-2.9557094E+00,-5.12695E-03
-2.9556634E+00,-5.12695E-03
-2.9556173E+00,-5.12695E-03
-2.9555712E+00,-5.61523E-03
-2.9555251E+00,-4.63867E-03
-2.9554790E+00,-7.08008E-03
-2.9554330E+00,-6.10352E-03
-2.9553869E+00,-4.63867E-03
-2.9553408E+00,-5.61523E-03
-2.9552947E+00,-6.10352E-03
-2.9552486E+00,-4.15039E-03
-2.9552026E+00,-4.15039E-03
-2.9551565E+00,-3.17383E-03
-2.9551104E+00,-4.63867E-03
-2.9550643E+00,-5.61523E-03
-2.9550182E+00,-6.59180E-03
-2.9549722E+00,-5.12695E-03
-2.9549261E+00,-5.61523E-03
-2.9548800E+00,-4.15039E-03
-2.9548339E+00,-2.68555E-03
-2.9547878E+00,-6.10352E-03
-2.9547418E+00,-8.05664E-03
-2.9546957E+00,-5.12695E-03
-2.9546496E+00,-5.61523E-03
-2.9546035E+00,-5.12695E-03
-2.9545574E+00,-7.08008E-03
-2.9545114E+00,-4.63867E-03
-2.9544653E+00,-3.66211E-03
-2.9544192E+00,-5.61523E-03
-2.9543731E+00,-5.61523E-03
-2.9543270E+00,-5.61523E-03
-2.9542810E+00,-5.61523E-03
-2.9542349E+00,-5.12695E-03
-2.9541888E+00,-4.15039E-03
-2.9541427E+00,-6.59180E-03
-2.9540966E+00,-4.63867E-03
-2.9540506E+00,-5.61523E-03
-2.9540045E+00,-4.15039E-03
-2.9539584E+00,-4.15039E-03
-2.9539123E+00,-5.12695E-03
-2.9538662E+00,-5.61523E-03
-2.9538202E+00,-7.56836E-03
-2.9537741E+00,-6.10352E-03
-2.9537280E+00,-4.63867E-03
-2.9536819E+00,-4.63867E-03
-2.9536358E+00,-6.10352E-03
-2.9535898E+00,-5.12695E-03
-2.9535437E+00,-4.63867E-03
-2.9534976E+00,-5.61523E-03
-2.9534515E+00,-5.61523E-03
-2.9534054E+00,-4.63867E-03
-2.9533594E+00,-4.63867E-03
-2.9533133E+00,-4.15039E-03
-2.9532672E+00,-4.63867E-03
-2.9532211E+00,-5.61523E-03
-2.9531750E+00,-5.12695E-03
-2.9531290E+00,-2.19727E-03
-2.9530829E+00,-5.61523E-03
-2.9530368E+00,-5.61523E-03
-2.9529907E+00,-4.15039E-03
-2.9529446E+00,-3.17383E-03
-2.9528986E+00,-6.59180E-03
-2.9528525E+00,-7.08008E-03
-2.9528064E+00,-4.63867E-03
-2.9527603E+00,-5.61523E-03
-2.9527142E+00,-6.59180E-03
-2.9526682E+00,-3.66211E-03
-2.9526221E+00,-6.10352E-03
-2.9525760E+00,-4.15039E-03
-2.9525299E+00,-5.61523E-03
-2.9524838E+00,-5.12695E-03
-2.9524378E+00,-5.61523E-03
-2.9523917E+00,-4.63867E-03
-2.9523456E+00,-3.66211E-03
-2.9522995E+00,-5.61523E-03
-2.9522534E+00,-3.66211E-03
-2.9522074E+00,-6.10352E-03
-2.9521613E+00,-3.66211E-03
-2.9521152E+00,-5.12695E-03
-2.9520691E+00,-6.59180E-03
-2.9520230E+00,-3.17383E-03
-2.9519770E+00,-5.61523E-03
-2.9519309E+00,-5.61523E-03
-2.9518848E+00,-4.15039E-03
-2.9518387E+00,-5.61523E-03
-2.9517926E+00,-4.15039E-03
-2.9517466E+00,-4.63867E-03
-2.9517005E+00,-3.66211E-03
-2.9516544E+00,-4.63867E-03
-2.9516083E+00,-4.63867E-03
-2.9515622E+00,-5.12695E-03
-2.9515162E+00,-4.63867E-03
-2.9514701E+00,-2.68555E-03
-2.9514240E+00,-5.12695E-03
-2.9513779E+00,-5.61523E-03
-2.9513318E+00,-6.59180E-03
-2.9512858E+00,-5.12695E-03
-2.9512397E+00,-6.59180E-03
-2.9511936E+00,-4.63867E-03
-2.9511475E+00,-7.08008E-03
-2.9511014E+00,-2.19727E-03
-2.9510554E+00,-2.68555E-03
-2.9510093E+00,-6.10352E-03
-2.9509632E+00,-4.63867E-03
-2.9509171E+00,-1.22070E-03
-2.9508710E+00,-6.59180E-03
-2.9508250E+00,-5.61523E-03
-2.9507789E+00,-5.61523E-03
-2.9507328E+00,-8.54492E-03
-2.9506867E+00,-6.59180E-03
-2.9506406E+00,-5.12695E-03
-2.9505946E+00,-6.10352E-03
-2.9505485E+00,-5.61523E-03
-2.9505024E+00,-6.10352E-03
-2.9504563E+00,-4.63867E-03
-2.9504102E+00,-5.61523E-03
-2.9503642E+00,-3.66211E-03
-2.9503181E+00,-9.03320E-03
-2.9502720E+00,-5.12695E-03
-2.9502259E+00,-4.63867E-03
-2.9501798E+00,-5.12695E-03
-2.9501338E+00,-6.59180E-03
-2.9500877E+00,-3.66211E-03
-2.9500416E+00,-7.08008E-03
-2.9499955E+00,-5.12695E-03
-2.9499494E+00,-8.05664E-03
-2.9499034E+00,-4.63867E-03
-2.9498573E+00,-3.66211E-03
-2.9498112E+00,-5.12695E-03
-2.9497651E+00,-7.32422E-04
-2.9497190E+00,-5.61523E-03
-2.9496730E+00,-2.44141E-04
-2.9496269E+00,-1.04980E-02
-2.9495808E+00,-3.17383E-03
-2.9495347E+00,-2.68555E-03
-2.9494886E+00,-5.12695E-03
-2.9494426E+00,-5.61523E-03
-2.9493965E+00,-6.10352E-03
-2.9493504E+00,-5.12695E-03
-2.9493043E+00,-5.12695E-03
-2.9492582E+00,-2.68555E-03
-2.9492122E+00,-4.15039E-03
-2.9491661E+00,-3.66211E-03
-2.9491200E+00,-5.12695E-03
-2.9490739E+00,-4.15039E-03
-2.9490278E+00,-3.66211E-03
-2.9489818E+00,-4.15039E-03
-2.9489357E+00,-5.61523E-03
-2.9488896E+00,-4.15039E-03
-2.9488435E+00,-6.10352E-03
-2.9487974E+00,-5.12695E-03
-2.9487514E+00,-4.63867E-03
-2.9487053E+00,-3.66211E-03
-2.9486592E+00,-9.03320E-03
-2.9486131E+00,-5.61523E-03
-2.9485670E+00,-1.22070E-03
-2.9485210E+00,-4.63867E-03
-2.9484749E+00,-5.61523E-03
-2.9484288E+00,-7.08008E-03
-2.9483827E+00,-5.12695E-03
-2.9483366E+00,-6.59180E-03
-2.9482906E+00,-9.03320E-03
-2.9482445E+00,-5.61523E-03
-2.9481984E+00,-3.17383E-03
-2.9481523E+00,-3.66211E-03
-2.9481062E+00,-5.61523E-03
-2.9480602E+00,-5.12695E-03
-2.9480141E+00,-2.44141E-04
-2.9479680E+00,-5.12695E-03
-2.9479219E+00,-4.63867E-03
-2.9478758E+00,-7.08008E-03
-2.9478298E+00,-4.63867E-03
-2.9477837E+00,-4.15039E-03
-2.9477376E+00,-8.05664E-03
-2.9476915E+00,-7.08008E-03
-2.9476454E+00,-5.12695E-03
-2.9475994E+00,-5.12695E-03
-2.9475533E+00,-3.66211E-03
-2.9475072E+00,2.44141E-04
-2.9474611E+00,-3.66211E-03
-2.9474150E+00,-4.63867E-03
-2.9473690E+00,-6.10352E-03
-2.9473229E+00,-5.61523E-03
-2.9472768E+00,-5.12695E-03
-2.9472307E+00,-7.08008E-03
-2.9471846E+00,-3.66211E-03
-2.9471386E+00,-4.63867E-03
-2.9470925E+00,-4.15039E-03
-2.9470464E+00,-5.12695E-03
-2.9470003E+00,-5.12695E-03
-2.9469542E+00,-5.12695E-03
-2.9469082E+00,-6.10352E-03
-2.9468621E+00,-8.05664E-03
-2.9468160E+00,-5.12695E-03
-2.9467699E+00,-5.12695E-03
-2.9467238E+00,-3.66211E-03
-2.9466778E+00,-4.63867E-03
-2.9466317E+00,-5.61523E-03
-2.9465856E+00,-5.61523E-03
-2.9465395E+00,-4.15039E-03
-2.9464934E+00,-3.66211E-03
-2.9464474E+00,-4.15039E-03
-2.9464013E+00,-1.19629E-02
-2.9463552E+00,-5.12695E-03
-2.9463091E+00,-5.12695E-03
-2.9462630E+00,-5.12695E-03
-2.9462170E+00,-5.12695E-03
-2.9461709E+00,-4.63867E-03
-2.9461248E+00,-4.63867E-03
-2.9460787E+00,-4.63867E-03
-2.9460326E+00,-5.12695E-03
-2.9459866E+00,-4.63867E-03
-2.9459405E+00,-5.61523E-03
-2.9458944E+00,-3.66211E-03
-2.9458483E+00,-3.66211E-03
-2.9458022E+00,-5.61523E-03
-2.9457562E+00,-6.10352E-03
-2.9457101E+00,-5.61523E-03
-2.9456640E+00,-5.61523E-03
-2.9456179E+00,-4.63867E-03
-2.9455718E+00,-4.63867E-03
-2.9455258E+00,-5.12695E-03
-2.9454797E+00,-7.08008E-03
-2.9454336E+00,-4.63867E-03
-2.9453875E+00,-5.61523E-03
-2.9453414E+00,-5.12695E-03
-2.9452954E+00,-2.68555E-03
-2.9452493E+00,-4.63867E-03
-2.9452032E+00,-4.15039E-03
-2.9451571E+00,-5.61523E-03
-2.9451110E+00,-6.59180E-03
-2.9450650E+00,-5.12695E-03
-2.9450189E+00,-5.12695E-03
-2.9449728E+00,-6.10352E-03
-2.9449267E+00,-5.12695E-03
-2.9448806E+00,-3.66211E-03
-2.9448346E+00,-4.15039E-03
-2.9447885E+00,-5.12695E-03
-2.9447424E+00,-5.12695E-03
-2.9446963E+00,-9.03320E-03
-2.9446502E+00,-4.63867E-03
-2.9446042E+00,-6.59180E-03
-2.9445581E+00,-3.66211E-03
-2.9445120E+00,-4.15039E-03
-2.9444659E+00,-5.61523E-03
-2.9444198E+00,-4.15039E-03
-2.9443738E+00,-4.63867E-03
-2.9443277E+00,-5.12695E-03
-2.9442816E+00,-5.12695E-03
-2.9442355E+00,-6.59180E-03
-2.9441894E+00,-3.17383E-03
-2.9441434E+00,-6.10352E-03
-2.9440973E+00,-4.63867E-03
-2.9440512E+00,-5.12695E-03
-2.9440051E+00,-5.12695E-03
-2.9439590E+00,-4.15039E-03
-2.9439130E+00,-5.61523E-03
-2.9438669E+00,-3.17383E-03
-2.9438208E+00,-6.59180E-03
-2.9437747E+00,-5.12695E-03
-2.9437286E+00,-6.59180E-03
-2.9436826E+00,-6.10352E-03
-2.9436365E+00,-6.59180E-03
-2.9435904E+00,-5.61523E-03
-2.9435443E+00,-3.66211E-03
-2.9434982E+00,-6.59180E-03
-2.9434522E+00,-5.12695E-03
-2.9434061E+00,-5.61523E-03
-2.9433600E+00,-4.63867E-03
-2.9433139E+00,-5.61523E-03
-2.9432678E+00,-6.10352E-03
-2.9432218E+00,-5.61523E-03
-2.9431757E+00,-6.10352E-03
-2.9431296E+00,-7.56836E-03
-2.9430835E+00,-5.12695E-03
-2.9430374E+00,-6.59180E-03
-2.9429914E+00,-3.66211E-03
-2.9429453E+00,-3.17383E-03
-2.9428992E+00,-6.10352E-03
-2.9428531E+00,-2.68555E-03
-2.9428070E+00,-5.12695E-03
-2.9427610E+00,-6.10352E-03
-2.9427149E+00,-4.15039E-03
-2.9426688E+00,-4.63867E-03
-2.9426227E+00,-5.61523E-03
-2.9425766E+00,-5.61523E-03
-2.9425306E+00,-5.12695E-03
-2.9424845E+00,-5.12695E-03
-2.9424384E+00,-4.63867E-03
-2.9423923E+00,-6.10352E-03
-2.9423462E+00,-6.10352E-03
-2.9423002E+00,-4.15039E-03
-2.9422541E+00,-5.61523E-03
-2.9422080E+00,-6.10352E-03
-2.9421619E+00,-4.63867E-03
-2.9421158E+00,-5.12695E-03
-2.9420698E+00,-6.10352E-03
-2.9420237E+00,-4.15039E-03
-2.9419776E+00,-4.63867E-03
-2.9419315E+00,-4.15039E-03
-2.9418854E+00,-6.10352E-03
-2.9418394E+00,-4.15039E-03
-2.9417933E+00,-9.03320E-03
-2.9417472E+00,-5.61523E-03
-2.9417011E+00,-7.08008E-03
-2.9416550E+00,-4.15039E-03
-2.9416090E+00,-4.15039E-03
-2.9415629E+00,-5.61523E-03
-2.9415168E+00,-6.10352E-03
-2.9414707E+00,-5.12695E-03
-2.9414246E+00,-3.66211E-03
-2.9413786E+00,-5.61523E-03
-2.9413325E+00,-3.17383E-03
-2.9412864E+00,-5.61523E-03
-2.9412403E+00,-6.10352E-03
-2.9411942E+00,-4.15039E-03
-2.9411482E+00,-5.61523E-03
-2.9411021E+00,-4.63867E-03
-2.9410560E+00,-4.63867E-03
-2.9410099E+00,-2.68555E-03
-2.9409638E+00,-3.66211E-03
-2.9409178E+00,-7.56836E-03
-2.9408717E+00,-5.61523E-03
-2.9408256E+00,-5.12695E-03
-2.9407795E+00,-5.12695E-03
-2.9407334E+00,-5.61523E-03
-2.9406874E+00,-2.19727E-03
-2.9406413E+00,-5.61523E-03
-2.9405952E+00,-5.12695E-03
-2.9405491E+00,-6.10352E-03
-2.9405030E+00,-1.14746E-02
-2.9404570E+00,-5.12695E-03
-2.9404109E+00,-6.10352E-03
-2.9403648E+00,-5.12695E-03
-2.9403187E+00,-3.66211E-03
-2.9402726E+00,-3.66211E-03
-2.9402266E+00,-5.61523E-03
-2.9401805E+00,-4.15039E-03
-2.9401344E+00,-2.68555E-03
-2.9400883E+00,-8.54492E-03
-2.9400422E+00,-4.63867E-03
-2.9399962E+00,-4.63867E-03
-2.9399501E+00,-5.12695E-03
-2.9399040E+00,-4.63867E-03
-2.9398579E+00,-3.66211E-03
-2.9398118E+00,-5.12695E-03
-2.9397658E+00,-5.61523E-03
-2.9397197E+00,-5.61523E-03
-2.9396736E+00,-4.63867E-03
-2.9396275E+00,-5.61523E-03
-2.9395814E+00,-3.66211E-03
-2.9395354E+00,-1.24512E-02
-2.9394893E+00,-5.61523E-03
-2.9394432E+00,-4.15039E-03
-2.9393971E+00,-4.15039E-03
-2.9393510E+00,-3.66211E-03
-2.9393050E+00,-5.12695E-03
-2.9392589E+00,-6.59180E-03
-2.9392128E+00,-3.66211E-03
-2.9391667E+00,-5.12695E-03
-2.9391206E+00,-4.15039E-03
-2.9390746E+00,-5.61523E-03
-2.9390285E+00,-5.61523E-03
-2.9389824E+00,-4.15039E-03
-2.9389363E+00,-5.61523E-03
-2.9388902E+00,-4.63867E-03
-2.9388442E+00,-9.52148E-03
-2.9387981E+00,-4.63867E-03
-2.9387520E+00,-5.12695E-03
-2.9387059E+00,-6.10352E-03
-2.9386598E+00,-9.03320E-03
-2.9386138E+00,-5.61523E-03
-2.9385677E+00,-6.10352E-03
-2.9385216E+00,-5.12695E-03
-2.9384755E+00,2.19727E-03
-2.9384294E+00,-5.61523E-03
-2.9383834E+00,-1.29395E-02
-2.9383373E+00,-6.10352E-03
-2.9382912E+00,-4.15039E-03
-2.9382451E+00,-5.61523E-03
-2.9381990E+00,-6.10352E-03
-2.9381530E+00,-8.05664E-03
-2.9381069E+00,-6.10352E-03
-2.9380608E+00,-6.10352E-03
-2.9380147E+00,-5.61523E-03
-2.9379686E+00,-5.12695E-03
-2.9379226E+00,-5.61523E-03
-2.9378765E+00,-5.12695E-03
-2.9378304E+00,-5.61523E-03
-2.9377843E+00,-6.10352E-03
-2.9377382E+00,-3.66211E-03
-2.9376922E+00,-6.59180E-03
-2.9376461E+00,-6.59180E-03
-2.9376000E+00,-4.63867E-03
-2.9375539E+00,-6.10352E-03
-2.9375078E+00,-5.12695E-03
-2.9374618E+00,-5.12695E-03
-2.9374157E+00,-6.10352E-03
-2.9373696E+00,-5.61523E-03
-2.9373235E+00,-4.63867E-03
-2.9372774E+00,-6.10352E-03
-2.9372314E+00,-3.66211E-03
-2.9371853E+00,-5.61523E-03
-2.9371392E+00,-4.63867E-03
-2.9370931E+00,-6.10352E-03
-2.9370470E+00,-6.59180E-03
-2.9370010E+00,-5.61523E-03
-2.9369549E+00,-6.59180E-03
-2.9369088E+00,-3.66211E-03
-2.9368627E+00,-5.61523E-03
-2.9368166E+00,-6.59180E-03
-2.9367706E+00,-5.61523E-03
-2.9367245E+00,-5.12695E-03
-2.9366784E+00,-4.63867E-03
-2.9366323E+00,-5.61523E-03
-2.9365862E+00,-6.10352E-03
-2.9365402E+00,-5.12695E-03
-2.9364941E+00,-4.63867E-03
-2.9364480E+00,-3.17383E-03
-2.9364019E+00,-6.10352E-03
-2.9363558E+00,-6.10352E-03
-2.9363098E+00,-4.15039E-03
-2.9362637E+00,-3.66211E-03
-2.9362176E+00,-4.63867E-03
-2.9361715E+00,-5.12695E-03
-2.9361254E+00,-5.61523E-03
-2.9360794E+00,3.66211E-03
-2.9360333E+00,-5.12695E-03
-2.9359872E+00,-4.15039E-03
-2.9359411E+00,-6.10352E-03
-2.9358950E+00,-3.66211E-03
-2.9358490E+00,-5.61523E-03
-2.9358029E+00,-5.12695E-03
-2.9357568E+00,-3.66211E-03
-2.9357107E+00,-6.59180E-03
-2.9356646E+00,-2.68555E-03
-2.9356186E+00,-4.15039E-03
-2.9355725E+00,-5.12695E-03
-2.9355264E+00,-6.10352E-03
-2.9354803E+00,-3.66211E-03
-2.9354342E+00,-5.12695E-03
-2.9353882E+00,-5.12695E-03
-2.9353421E+00,-3.66211E-03
-2.9352960E+00,-3.66211E-03
-2.9352499E+00,-5.61523E-03
-2.9352038E+00,-5.12695E-03
-2.9351578E+00,-5.12695E-03
-2.9351117E+00,-4.15039E-03
-2.9350656E+00,-2.19727E-03
-2.9350195E+00,-3.66211E-03
-2.9349734E+00,-5.61523E-03
-2.9349274E+00,-3.66211E-03
-2.9348813E+00,-4.63867E-03
-2.9348352E+00,-7.08008E-03
-2.9347891E+00,-5.61523E-03
-2.9347430E+00,-4.63867E-03
-2.9346970E+00,-6.59180E-03
-2.9346509E+00,-4.63867E-03
-2.9346048E+00,-5.12695E-03
-2.9345587E+00,-6.59180E-03
-2.9345126E+00,-4.15039E-03
-2.9344666E+00,-3.66211E-03
-2.9344205E+00,-6.59180E-03
-2.9343744E+00,-5.12695E-03
-2.9343283E+00,-5.12695E-03
-2.9342822E+00,-4.63867E-03
-2.9342362E+00,-2.68555E-03
-2.9341901E+00,-5.12695E-03
-2.9341440E+00,-4.15039E-03
-2.9340979E+00,-6.59180E-03
-2.9340518E+00,-6.59180E-03
-2.9340058E+00,-4.63867E-03
-2.9339597E+00,-2.19727E-03
-2.9339136E+00,-6.10352E-03
-2.9338675E+00,-3.66211E-03
-2.9338214E+00,-7.08008E-03
-2.9337754E+00,-5.61523E-03
-2.9337293E+00,-6.59180E-03
-2.9336832E+00,-3.66211E-03
-2.9336371E+00,-7.08008E-03
-2.9335910E+00,-5.12695E-03
-2.9335450E+00,-5.61523E-03
-2.9334989E+00,-7.08008E-03
-2.9334528E+00,-6.59180E-03
-2.9334067E+00,-5.12695E-03
-2.9333606E+00,-5.61523E-03
-2.9333146E+00,-2.68555E-03
-2.9332685E+00,-5.61523E-03
-2.9332224E+00,-5.61523E-03
-2.9331763E+00,-3.66211E-03
-2.9331302E+00,-7.08008E-03
-2.9330842E+00,-4.63867E-03
-2.9330381E+00,-4.63867E-03
-2.9329920E+00,-5.61523E-03
-2.9329459E+00,-4.15039E-03
-2.9328998E+00,-5.12695E-03
-2.9328538E+00,-5.61523E-03
-2.9328077E+00,-5.61523E-03
-2.9327616E+00,-4.15039E-03
-2.9327155E+00,-4.63867E-03
-2.9326694E+00,-6.59180E-03
-2.9326234E+00,-5.12695E-03
-2.9325773E+00,-5.61523E-03
-2.9325312E+00,-2.44141E-04
-2.9324851E+00,-5.61523E-03
-2.9324390E+00,-5.12695E-03
-2.9323930E+00,-6.10352E-03
-2.9323469E+00,-5.61523E-03
-2.9323008E+00,-4.15039E-03
